unique.cellid,CGP.cellid,CCLE.cellid,GSK.cellid,GRAY.cellid,GNE.cellid,CTRP.cellid,CGP_EMTAB3610.cellid,CCLE_rnaseq.cellid,GDSC.SNP.cellid,Ben_Neel.cellid,CTRPv2.cellid,gCSI.cellid,GDSC1000.cellid,CGP.tissueid,CCLE.tissueid,GSK.tissueid,GRAY.tissueid,GNE.tissueid,CTRP.tissueid,CGP_EMTAB3610.tissueid,CCLE_rnaseq.tissueid,GDSC.SNP.tissueid,Ben_Neel.tissueid,COSMIC.tissueid,unique.tissueid,CTRPv2.tissueid,gCSI.tissueid,GDSC1000.tissueid
MLMA,MLMA,NA,NA,NA,NA,NA,MLMA,NA,MLMA,NA,NA,NA,MLMA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
MM1-S,NA,MM1-S,NA,NA,MM.1S,NA,MM1S,MM1-S,MM1S,NA,MM1S,NA,MM1S,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Blood,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MMAC-SF,MMAC-SF,NA,NA,NA,NA,NA,MMAC-SF,NA,MMAC-SF,NA,NA,NA,MMAC-SF,skin,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,skin,skin,NA,NA,skin
MN-60,MN-60,NA,NA,NA,NA,NA,MN-60,NA,MN-60,NA,NA,NA,MN-60,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
Mo-T,Mo-T,NA,NA,NA,NA,NA,Mo-T,NA,NA,NA,NA,NA,Mo-T,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,Blood,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
MOG-G-CCM,MOG-G-CCM,MOG-G-CCM,NA,NA,NA,NA,MOG-G-CCM,NA,MOG-G-CCM,NA,NA,NA,MOG-G-CCM,central_nervous_system,central_nervous_system,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system
MOG-G-UVW,MOG-G-UVW,MOG-G-UVW,NA,NA,NA,NA,MOG-G-UVW,NA,MOG-G-UVW,NA,NA,NA,MOG-G-UVW,central_nervous_system,central_nervous_system,NA,NA,NA,NA,central_nervous_system,NA,NA,NA,central_nervous_system,central_nervous_system,NA,NA,central_nervous_system
MOLM-13,NA,MOLM-13,NA,NA,NA,NA,MOLM-13,MOLM-13,MOLM-13,NA,MOLM13,NA,MOLM-13,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MOLM-16,NA,MOLM-16,NA,NA,MOLM-16,MOLM16,MOLM-16,MOLM-16,MOLM-16,NA,MOLM16,NA,MOLM-16,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Blood,HEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MOLM-6,NA,MOLM-6,NA,NA,NA,NA,NA,MOLM-6,NA,NA,MOLM6,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
MOLP-2,NA,MOLP-2,NA,NA,MOLP-2,NA,NA,MOLP-2,NA,NA,MOLP2,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Blood,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
MOLP-8,NA,MOLP-8,NA,NA,MOLP-8,NA,MOLP-8,MOLP-8,MOLP-8,NA,MOLP8,MOLP-8,MOLP-8,NA,haematopoietic_and_lymphoid_tissue,NA,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue
MOLT-13,MOLT-13,MOLT-13,NA,NA,NA,NA,MOLT-13,MOLT-13,NA,NA,MOLT13,NA,MOLT-13,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MOLT-16,MOLT-16,MOLT-16,MOLT16,NA,NA,NA,MOLT-16,MOLT-16,MOLT-16,NA,MOLT16,NA,MOLT-16,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MOLT-3,NA,NA,NA,NA,NA,NA,NA,MOLT-3,NA,NA,MOLT3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
MOLT-4,MOLT-4,MOLT-4,MOLT4,NA,NA,NA,MOLT-4,NA,MOLT-4,NA,NA,NA,MOLT-4,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,Blood,NA,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
MONO-MAC-1,NA,MONO-MAC-1,NA,NA,NA,NA,MONO-MAC-1,MONO-MAC-1,NA,NA,MONOMAC1,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MONO-MAC-6,MONO-MAC-6,MONO-MAC-6,NA,NA,NA,NA,MONO-MAC-6,MONO-MAC-6,MONO-MAC-6,NA,MONOMAC6,NA,MONO-MAC-6,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
MOR,NA,NA,NA,NA,MOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA
MOR/CPR,NA,MOR/CPR,NA,NA,NA,NA,NA,MOR_CPR,NA,NA,MORCPR,NA,NA,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,NA,lung,lung,NA,NA
MOTN-1,NA,MOTN-1,NA,NA,NA,NA,NA,NA,NA,NA,MOTN1,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA
MPP-89,MPP-89,MPP 89,NA,NA,NA,NA,MPP-89,MPP_89,MPP-89,NA,MPP89,NA,MPP-89,pleura,pleura,NA,NA,NA,NA,Lung,pleura,lung ,NA,pleura,pleura,pleura,NA,pleura
MRK-nu-1,MRK-nu-1,NA,NA,NA,NA,NA,MRK-nu-1,NA,MRK-nu-1,NA,NA,NA,MRK-nu-1,breast,NA,NA,NA,NA,NA,Breast,NA,breast ,NA,breast,breast,NA,NA,breast
MS-1,MS-1,NA,NA,NA,NA,NA,MS-1,NA,NA,NA,NA,NA,MS-1,lung,NA,NA,NA,NA,NA,Lung,NA,NA,NA,lung,lung,NA,NA,lung
MS751,NA,NA,NA,NA,MS751,NA,MS751,NA,MS751,NA,NA,NA,MS751,NA,NA,NA,NA,Cervix,NA,Cervix,NA,NA,NA,cervix,cervix,NA,NA,cervix
MSTO-211H,MSTO-211H,MSTO-211H,NA,NA,NA,MSTO211H,MSTO-211H,MSTO-211H,MSTO-211H,NA,MSTO211H,NA,MSTO-211H,pleura,pleura,NA,NA,NA,PLEURA,pleura,pleura,lung ,NA,pleura,pleura,pleura,NA,pleura
MT3,NA,NA,MT3,MT3,MT-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,breast,breast,Breast,NA,NA,NA,NA,NA,NA,breast,NA,NA,NA
MUTZ-3,NA,MUTZ-3,NA,NA,NA,NA,NA,MUTZ-3,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
MUTZ-5,NA,MUTZ-5,NA,NA,NA,NA,NA,MUTZ-5,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
MV-4-11,MV-4-11,MV-4-11,MV411,NA,MV-4-11,NA,MV-4-11,MV-4-11,MV-4-11,NA,MV411,MV-4-11,MV-4-11,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,blood ,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue
MX-1,NA,NA,MX1,MX1,MX-1,NA,NA,NA,NA,mx1,NA,NA,NA,NA,NA,breast,breast,Breast,NA,NA,NA,NA,breast,NA,breast,NA,NA,NA
MY-M12,NA,NA,NA,NA,NA,NA,NA,NA,MY-M12,NA,NA,NA,MY-M12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue
MZ1-PC,MZ1-PC,NA,NA,NA,NA,NA,MZ1-PC,NA,MZ1-PC,NA,NA,NA,MZ1-PC,pancreas,NA,NA,NA,NA,NA,Pancreas,NA,pancreas ,NA,pancreas,pancreas,NA,NA,pancreas
MZ2-MEL,MZ2-MEL,NA,NA,NA,NA,NA,MZ2-MEL,NA,MZ2-MEL,NA,NA,NA,MZ2-MEL,skin,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,skin,skin,NA,NA,skin
MZ7-mel,MZ7-mel,NA,NA,NA,NA,NA,MZ7-mel,NA,MZ7-mel,NA,NA,NA,MZ7-mel,skin,NA,NA,NA,NA,NA,Skin,NA,skin ,NA,skin,skin,NA,NA,skin
NALM-1,NALM-1,NALM-1,NALM1,NA,NA,NA,NA,NALM-1,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
NALM-19,NA,NALM-19,NA,NA,NA,NA,NA,NALM-19,NA,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA
NALM-6,NALM-6,NALM-6,NALM6,NA,NALM-6,NA,NALM-6,NALM-6,NA,NA,NALM6,NALM-6,NALM-6,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,Blood,haematopoietic_and_lymphoid_tissue
NAMALWA,NA,NAMALWA,NAMALWA,NA,NAMALWA,NA,NAMALWA,NAMALWA,NAMALWA,NA,NAMALWA,NA,NAMALWA,NA,haematopoietic_and_lymphoid_tissue,hematopoietic_and_lymphatic_system,NA,Blood,NA,Blood,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
NB-TU-1-10,NA,NA,NA,NA,NA,NA,NB-TU-1-10,NA,NB_TU_1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,NA,kidney,NA,NA,kidney
NB(TU)1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NB(TU)1-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,neuroblastoma,NA,NA,neuroblastoma
NB1,NB1,NB-1,NA,NA,NA,NA,NB1,NB-1,NB1,NA,NB1,NB-1,NB1,autonomic_ganglia,autonomic_ganglia,NA,NA,NA,NA,autonomic_ganglia,autonomic_ganglia,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,autonomic_ganglia,Brain,autonomic_ganglia
NB10,NB10,NA,NA,NA,NA,NA,NB10,NA,NB10,NA,NA,NA,NB10,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB12,NB12,NA,NA,NA,NA,NA,NB12,NA,NB12,NA,NA,NA,NB12,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB13,NB13,NA,NA,NA,NA,NA,NB13,NA,NB13,NA,NA,NA,NB13,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB14,NB14,NA,NA,NA,NA,NA,NB14,NA,NB14,NA,NA,NA,NB14,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB17,NB17,NA,NA,NA,NA,NA,NB17,NA,NB17,NA,NA,NA,NB17,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB4,NB4,NB-4,NA,NA,NA,NA,NB4,NB-4,NB-4,NA,NB4,NA,NB-4,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,NA,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,haematopoietic_and_lymphoid_tissue,NA,haematopoietic_and_lymphoid_tissue
NB5,NB5,NA,NA,NA,NA,NA,NB5,NA,NB5,NA,NA,NA,NB5,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB6,NB6,NA,NA,NA,NA,NA,NB6,NA,NB6,NA,NA,NA,NB6,autonomic_ganglia,NA,NA,NA,NA,NA,autonomic_ganglia,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NB69,NB69,NA,NA,NA,NA,NA,NB69,NA,NB69,NA,NA,NB69,NB69,autonomic_ganglia,NA,NA,NA,NA,NA,Brain,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,Brain,autonomic_ganglia
NB7,NB7,NA,NA,NA,NA,NA,NB7,NA,NB7,NA,NA,NA,NB7,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NBsusSR,NBsusSR,NA,NA,NA,NA,NA,NBsusSR,NA,NBsusSR,NA,NA,NA,NA,autonomic_ganglia,NA,NA,NA,NA,NA,PNS,NA,nervous_system ,NA,autonomic_ganglia,autonomic_ganglia,NA,NA,autonomic_ganglia
NCC-StC-K140,NA,NCC-StC-K140,NA,NA,NA,NA,NA,NCC-StC-K140,NA,NA,NCCSTCK140,NA,NA,NA,stomach,NA,NA,NA,NA,NA,stomach,NA,NA,NA,stomach,stomach,NA,NA
NCC010,NA,NA,NA,NA,NA,NA,NCC010,NA,NCC010,NA,NA,NA,NCC010,NA,NA,NA,NA,NA,NA,Kidney,NA,NA,NA,NA,kidney,NA,NA,kidney
NCC021,NA,NA,NA,NA,NA,NA,NCC021,NA,NCC021,NA,NA,NA,NCC021,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,other,NA,NA,other
NCCIT,NA,NA,NA,NA,NA,NA,NCCIT,NA,NCCIT,NA,NA,NA,NCCIT,NA,NA,NA,NA,NA,NA,testis,NA,NA,NA,testis,testis,NA,NA,testis
NCI-H1048,NCI-H1048,NCI-H1048,NCIH1048,NA,NCI-H1048,NCIH1048,NCI-H1048,NCI-H1048,NCI-H1048,NA,NA,NA,NCI-H1048,lung,lung,lung,NA,Lung,LUNG,Lung,lung,lung ,NA,lung,lung,NA,NA,lung
NCI-H1092,NCI-H1092,NCI-H1092,NCIH1092,NA,NCI-H1092,NA,NCI-H1092,NCI-H1092,NCI-H1092,NA,NCIH1092,NA,NCI-H1092,lung,lung,lung,NA,Lung,NA,Lung,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1105,NCI-H1105,NCI-H1105,NA,NA,NA,NCIH1105,NCI-H1105,NCI-H1105,NCI-H1105,NA,NCIH1105,NA,NCI-H1105,lung,lung,NA,NA,NA,LUNG,Lung,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1155,NCI-H1155,NCI-H1155,NCIH1155,NA,NCI-H1155,NA,NCI-H1155,NCI-H1155,NCI-H1155,NA,NCIH1155,NCI-H1155,NCI-H1155,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1184,NA,NCI-H1184,NA,NA,NA,NA,NA,NCI-H1184,NA,NA,NCIH1184,NA,NCI-H1184,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H128,NCI-H128,NA,NA,NA,NA,NA,NA,NA,NCI-H128,NA,NA,NA,NCI-H128,lung,NA,NA,NA,NA,NA,NA,NA,lung ,NA,lung,lung,NA,NA,lung
NCI-H1299,NCI-H1299,NCI-H1299,NCIH1299,NA,NCI-H1299,NCIH1299,NCI-H1299,NCI-H1299,NCI-H1299,NA,NCIH1299,NCI-H1299,NCI-H1299,lung,lung,lung,NA,Lung,LUNG,Lung,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1304,NCI-H1304,NA,NA,NA,NA,NA,NCI-H1304,NA,NCI-H1304,NA,NA,NA,NCI-H1304,lung,NA,NA,NA,NA,NA,Lung,NA,lung ,NA,lung,lung,NA,NA,lung
NCI-H1339,NA,NCI-H1339,NA,NA,NA,NA,NA,NCI-H1339,NA,NA,NCIH1339,NCI-H1339,NA,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,lung,lung,lung,Lung,NA
NCI-H1341,NA,NCI-H1341,NA,NA,NA,NA,NCI-H1341,NCI-H1341,NCI-H1341,NA,NCIH1341,NA,NCI-H1341,NA,lung,NA,NA,NA,NA,Lung,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1355,NCI-H1355,NCI-H1355,NCIH1355,NA,NCI-H1355,NCIH1355,NCI-H1355,NCI-H1355,NCI-H1355,NA,NCIH1355,NCI-H1355,NCI-H1355,lung,lung,lung,NA,Lung,LUNG,Lung,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1373,NA,NCI-H1373,NA,NA,NCI-H1373,NCIH1373,NA,NA,NA,NA,NCIH1373,NA,NA,NA,lung,NA,NA,Lung,LUNG,NA,NA,NA,NA,lung,lung,lung,NA,NA
NCI-H1385,NA,NCI-H1385,NA,NA,NA,NA,NA,NCI-H1385,NA,NA,NCIH1385,NA,NCI-H1385,NA,lung,NA,NA,NA,NA,NA,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1395,NCI-H1395,NCI-H1395,NCIH1395,NA,NCI-H1395,NA,NCI-H1395,NCI-H1395,NCI-H1395,NA,NCIH1395,NA,NCI-H1395,lung,lung,lung,NA,Lung,NA,Lung,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NCI-H1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA
NCI-H1417,NCI-H1417,NA,NA,NA,NA,NA,NCI-H1417,NA,NCI-H1417,NA,NA,NA,NCI-H1417,lung,NA,NA,NA,NA,NA,lung,NA,lung ,NA,lung,lung,NA,NA,lung
NCI-H1435,NA,NCI-H1435,NA,NA,NCI-H1435,NCIH1435,NCI-H1435,NCI-H1435,NCI-H1435,NA,NCIH1435,NA,NCI-H1435,NA,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1436,NCI-H1436,NCI-H1436,NCIH1436,NA,NA,NA,NCI-H1436,NCI-H1436,NCI-H1436,NA,NA,NA,NCI-H1436,lung,lung,lung,NA,NA,NA,lung,lung,lung ,NA,lung,lung,NA,NA,lung
NCI-H1437,NCI-H1437,NCI-H1437,NCIH1437,NA,NCI-H1437,NCIH1437,NA,NCI-H1437,NA,NA,NA,NCI-H1437,NCI-H1437,lung,lung,lung,NA,Lung,LUNG,NA,lung,NA,NA,lung,lung,NA,Lung,lung
NCI-H146,NCI-H146,NCI-H146,NCIH146,NA,NCI-H146,NA,NCI-H146,NCI-H146,NCI-H146,NA,NCIH146,NA,NCI-H146,lung,lung,lung,NA,Lung,NA,Lung,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1522,NCI-H1522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,NA,NA,NA,NA,NA,NA,NA,NA,NA,lung,lung,NA,NA,lung
NCI-H1563,NCI-H1563,NCI-H1563,NCIH1563,NA,NA,NA,NCI-H1563,NCI-H1563,NCI-H1563,NA,NCIH1563,NA,NCI-H1563,lung,lung,lung,NA,NA,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1568,NA,NCI-H1568,NA,NA,NCI-H1568,NCIH1568,NCI-H1568,NCI-H1568,NCI-H1568,NA,NCIH1568,NA,NCI-H1568,NA,lung,NA,NA,Lung,LUNG,Lung:NSCLC,lung,NA,NA,lung,lung,lung,NA,lung
NCI-H1573,NCI-H1573,NCI-H1573,NCIH1573,NA,NCI-H1573,NCIH1573,NCI-H1573,NCI-H1573,NCI-H1573,NA,NCIH1573,NA,NCI-H1573,lung,lung,lung,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1581,NCI-H1581,NCI-H1581,NCIH1581,NA,NCI-H1581,NA,NCI-H1581,NCI-H1581,NCI-H1581,NA,NCIH1581,NCI-H1581,NCI-H1581,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1618,NCI-H1618,NCI-H1618,NCIH1618,NA,NA,NA,NA,NCI-H1618,NA,NA,NA,NA,NA,lung,lung,lung,NA,NA,NA,NA,lung,NA,NA,lung,lung,NA,NA,lung
NCI-H1623,NCI-H1623,NCI-H1623,NCIH1623,NA,NCI-H1623,NA,NCI-H1623,NCI-H1623,NCI-H1623,NA,NCIH1623,NA,NCI-H1623,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1648,NCI-H1648,NCI-H1648,NA,NA,NCI-H1648,NA,NCI-H1648,NCI-H1648,NCI-H1648,NA,NA,NCI-H1648,NCI-H1648,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,NA,Lung,lung
NCI-H1650,NCI-H1650,NCI-H1650,NCIH1650,NA,NCI-H1650,NA,NCI-H1650,NCI-H1650,NCI-H1650,NA,NCIH1650,NA,NCI-H1650,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1651,NCI-H1651,NCI-H1651,NCIH1651,NA,NCI-H1651,NA,NCI-H1651,NCI-H1651,NCI-H1651,NA,NCIH1651,NCI-H1651,NCI-H1651,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1666,NCI-H1666,NCI-H1666,NCIH1666,NA,NCI-H1666,NCIH1666,NCI-H1666,NCI-H1666,NCI-H1666,NA,NCIH1666,NCI-H1666,NCI-H1666,lung,lung,lung,NA,Lung,LUNG,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1688,NA,NA,NA,NA,NA,NA,NCI-H1688,NA,NCI-H1688,NA,NA,NA,NCI-H1688,NA,NA,NA,NA,NA,NA,Lung,NA,NA,NA,lung,lung,NA,NA,lung
NCI-H1693,NCI-H1693,NCI-H1693,NA,NA,NCI-H1693,NA,NCI-H1693,NCI-H1693,NCI-H1693,NA,NCIH1693,NA,NCI-H1693,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1694,NCI-H1694,NCI-H1694,NCIH1694,NA,NA,NCIH1694,NCI-H1694,NCI-H1694,NCI-H1694,NA,NCIH1694,NA,NCI-H1694,lung,lung,lung,NA,NA,LUNG,Lung,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1703,NCI-H1703,NCI-H1703,NCIH1703,NA,NCI-H1703,NA,NCI-H1703,NCI-H1703,NCI-H1703,NA,NCIH1703,NCI-H1703,NCI-H1703,lung,lung,lung,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,Lung,lung
NCI-H1734,NCI-H1734,NCI-H1734,NA,NA,NCI-H1734,NA,NCI-H1734,NCI-H1734,NCI-H1734,NA,NCIH1734,NA,NCI-H1734,lung,lung,NA,NA,Lung,NA,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
NCI-H1755,NCI-H1755,NCI-H1755,NA,NA,NA,NCIH1755,NCI-H1755,NCI-H1755,NCI-H1755,NA,NCIH1755,NA,NCI-H1755,lung,lung,NA,NA,NA,LUNG,Lung:NSCLC,lung,lung ,NA,lung,lung,lung,NA,lung
